"","County","Date","Q0.025","Q0.5","Q0.975","Date_per"
"1","Butte",2024-03-27,0.81711267348818,0.967112182962544,1.134437403698,2024-04-03
"2","Butte",2024-03-28,0.787082240338713,0.934463133532166,1.0991892580022,2024-04-04
"3","Butte",2024-03-29,0.742705126958594,0.886315976206453,1.04734841299374,2024-04-05
"4","Butte",2024-03-30,0.695942323581442,0.83573913736173,0.993114619213715,2024-04-06
"5","Butte",2024-03-31,0.650870925821319,0.787268935644164,0.94151434537869,2024-04-07
"6","Butte",2024-04-01,0.610087575753567,0.743808324173597,0.895777917906382,2024-04-08
"7","Butte",2024-04-02,0.578953963146335,0.711339287953163,0.86252064439724,2024-04-09
"8","Butte",2024-04-03,0.566915192096075,0.700461425676532,0.85350189520092,2024-04-10
"9","Butte",2024-04-04,0.571123903719347,0.708097846653428,0.865403363956246,2024-04-11
"10","Butte",2024-04-05,0.592165783348793,0.734850379649909,0.898806357573011,2024-04-12
"11","Butte",2024-04-06,0.616391263381678,0.765326500627356,0.936522459107507,2024-04-13
"12","Butte",2024-04-07,0.638531412619765,0.793439417332712,0.971587843527748,2024-04-14
"13","Butte",2024-04-08,0.654504302753452,0.814491201173028,0.998649659638128,2024-04-15
"14","Butte",2024-04-09,0.66773207939442,0.832246130772084,1.02179877215266,2024-04-16
"15","Butte",2024-04-10,0.678806529816006,0.847371283532116,1.04177948092019,2024-04-17
"16","Butte",2024-04-11,0.68903941306614,0.861352185001664,1.06025598911506,2024-04-18
"17","Butte",2024-04-12,0.696673181861606,0.872236134947785,1.07508516213917,2024-04-19
"18","Butte",2024-04-13,0.702932886775788,0.881409538049475,1.08781913101438,2024-04-20
"19","Butte",2024-04-14,0.711433396811642,0.892955393866847,1.10301626879327,2024-04-21
"20","Butte",2024-04-15,0.721051131303479,0.905628567293186,1.11931317902003,2024-04-22
"21","Butte",2024-04-16,0.72622546761829,0.91316702704229,1.12974129193332,2024-04-23
"22","Butte",2024-04-17,0.73243106042192,0.921716151017883,1.14111539342912,2024-04-24
"23","Butte",2024-04-18,0.735624003496459,0.926754461921077,1.14844372788023,2024-04-25
"24","Butte",2024-04-19,0.736237286386523,0.928776884858206,1.15228670774332,2024-04-26
"25","Butte",2024-04-20,0.738289982995891,0.932339308455964,1.15774719283347,2024-04-27
"26","Butte",2024-04-21,0.739541807708704,0.934948762069469,1.16208819053352,2024-04-28
"27","Butte",2024-04-22,0.745380850008252,0.942683510706283,1.17207957043042,2024-04-29
"28","Butte",2024-04-23,0.751335533119268,0.950499149516393,1.18210175145589,2024-04-30
"29","Butte",2024-04-24,0.756095996015022,0.956882217985921,1.19042611491648,2024-05-01
"30","Butte",2024-04-25,0.76582554351245,0.96876869167413,1.20475716667602,2024-05-02
"31","Butte",2024-04-26,0.781323984540224,0.987042856438113,1.22605979934653,2024-05-03
"32","Butte",2024-04-27,0.799461692628353,1.00810608755223,1.25024736681633,2024-05-04
"33","Butte",2024-04-28,0.815928330026126,1.02702181739233,1.271732948026,2024-05-05
"34","Butte",2024-04-29,0.831201706636328,1.04428192924698,1.29100889353411,2024-05-06
"35","Butte",2024-04-30,0.843342010845628,1.05770960756462,1.30566231263751,2024-05-07
"36","Butte",2024-05-01,0.846196899803931,1.06043355624991,1.30811083337552,2024-05-08
"37","Butte",2024-05-02,0.855449285426931,1.07012130587646,1.31802808382998,2024-05-09
"38","Butte",2024-05-03,0.860815575790138,1.07531612653928,1.32280821218412,2024-05-10
"39","Butte",2024-05-04,0.858918524053219,1.07224485102626,1.31828224246531,2024-05-11
"40","Butte",2024-05-05,0.857748327887493,1.06991355667349,1.3144883336747,2024-05-12
"41","Butte",2024-05-06,0.84024757768291,1.04930353630358,1.29046807320391,2024-05-13
"42","Butte",2024-05-07,0.819620376156552,1.02525970717736,1.26272941876984,2024-05-14
"43","Butte",2024-05-08,0.797060895489634,0.999259734412081,1.23307852449431,2024-05-15
"44","Butte",2024-05-09,0.761696141545031,0.959146927183008,1.1881000205982,2024-05-16
"45","Butte",2024-05-10,0.726122970452056,0.919088976320509,1.14355783683316,2024-05-17
"46","Butte",2024-05-11,0.696933601278577,0.886627692417985,1.10798247761081,2024-05-18
"47","Butte",2024-05-12,0.671588431041422,0.858947455915837,1.07829651113299,2024-05-19
"48","Butte",2024-05-13,0.659947530327838,0.847232179985802,1.06700117768884,2024-05-20
"49","Butte",2024-05-14,0.666146984907812,0.856194603596174,1.07936674400448,2024-05-21
"50","Butte",2024-05-15,0.693707297123006,0.889701591871417,1.1195525029415,2024-05-22
"51","Butte",2024-05-16,0.732350794779317,0.935765260027003,1.17377074410451,2024-05-23
"52","Butte",2024-05-17,0.775810413724941,0.986897429068904,1.23320398956958,2024-05-24
"53","Butte",2024-05-18,0.815727075794171,1.03335430123952,1.28663906787787,2024-05-25
"54","Butte",2024-05-19,0.849544272687206,1.07211519293036,1.33054646977533,2024-05-26
"55","Butte",2024-05-20,0.878196318175663,1.10424177128059,1.36611610344059,2024-05-27
"56","Butte",2024-05-21,0.906892699221851,1.13566950395646,1.40003727336084,2024-05-28
"57","Butte",2024-05-22,0.960703318541139,1.19450102472187,1.46347700566304,2024-05-29
"58","Butte",2024-05-23,1.05428672134872,1.29666444846245,1.57362826610821,2024-05-30
"59","Butte",2024-05-24,1.14373136174815,1.39258869541304,1.67517552040374,2024-05-31
"60","Butte",2024-05-25,1.21983125838162,1.47179112576466,1.75627476473265,2024-06-01
"61","Butte",2024-05-26,1.27716796939536,1.52852612601432,1.81088875073261,2024-06-02
