cases,R_mean,R_var,Q0.025,Q0.5,Q0.975,Date
543.0,1.034059332523158,0.0005904584069373775,0.9869149634518625,1.0338678803016497,1.0825446793257456,2023-07-08
593.0,1.0814417992605554,0.0006202126426020547,1.0334198177390648,1.0812499103659405,1.130938132213298,2023-07-09
585.0,1.1363377901342728,0.000645265962121012,1.0869042416109629,1.1361470620088028,1.1870265861060527,2023-07-10
547.0,1.187081196540353,0.0006631493305233212,1.1374430375712907,1.1868972655193997,1.2380985372410542,2023-07-11
451.0,1.2181039342217406,0.0006038373052232216,1.1702423893586784,1.2179375030893493,1.2669112886018583,2023-07-12
451.0,1.1923646180489187,0.0005578465966652099,1.14622957315828,1.1922066881094642,1.239397161270013,2023-07-13
528.0,1.1659620484467585,0.0005184270522500449,1.1216170963027159,1.1658119841408583,1.2113246850371413,2023-07-14
644.0,1.1399592111306982,0.0004858747129605413,1.0973978264531647,1.1398196592827343,1.1832837384794774,2023-07-15
652.0,1.113657250601534,0.00045636678227173647,1.0722133049035731,1.1135197034505477,1.1560288087757646,2023-07-16
768.0,1.0864208242904962,0.00043083569208985967,1.0461391207704294,1.086288573354254,1.1276867676168014,2023-07-17
963.0,1.0572890862077013,0.00040807656807549935,1.0179986000940853,1.0571600080854542,1.097129992359297,2023-07-18
831.0,1.0507036735702369,0.0005023838920562029,1.0073689865866053,1.0505453419793556,1.0950628408149978,2023-07-19
820.0,1.0455030855507705,0.0004937518276249221,1.0023052383138822,1.0453448336136586,1.0893609670173503,2023-07-20
809.0,1.0337782406121518,0.00048159421376434174,0.9911321485175149,1.0336235250980623,1.0771494864706637,2023-07-21
738.0,1.0169332950821657,0.0004683635880892803,0.9750133315016901,1.0167802325104573,1.059808827885209,2023-07-22
672.0,0.9994848589676595,0.00045593173508746,0.9579331642929225,0.9993320938752719,1.041726946495019,2023-07-23
736.0,0.9928978667824007,0.000450823665877138,0.9516803039702599,0.9927443420058761,1.0349776715021644,2023-07-24
661.0,1.0037174640576145,0.00045581562825338815,0.9625573445305902,1.0035679546602687,1.045727228376158,2023-07-25
615.0,1.0864714404488574,0.0005405018723644077,1.0415683090498478,1.086307026894278,1.1324687148107664,2023-07-26
614.0,1.0988755178779657,0.00053758103270434,1.0538817623944408,1.0987124032676077,1.1448701486741197,2023-07-27
680.0,1.1210683780117408,0.0005378846061272553,1.076129455518749,1.1209095028931197,1.1668745454752854,2023-07-28
621.0,1.1536091171663645,0.0005399584028119222,1.1084687228592467,1.1534528098034986,1.199739537796475,2023-07-29
621.0,1.19434398569076,0.0005441958579758257,1.14907111722653,1.1941922164930188,1.2403735414394448,2023-07-30
591.0,1.2302740269723316,0.0005419549332416121,1.1850049266704206,1.2301267966025482,1.2765335340295185,2023-07-31
573.0,1.2563317546070498,0.0005302416804989339,1.2115421209997743,1.2561906988823648,1.3019175402533603,2023-08-01
588.0,1.2857285869729156,0.0005532833567859236,1.2401931036210407,1.2855857352854505,1.3321407666734744,2023-08-02
589.0,1.250734075245984,0.0005010426711242398,1.2072224040236914,1.2506008011668723,1.2948861653143096,2023-08-03
874.0,1.2165675436155794,0.0004567302153769284,1.1750519791600451,1.216445009882877,1.2585374259148767,2023-08-04
844.0,1.183585826037557,0.00041851765416005797,1.1436884529944216,1.1834671404850923,1.2241370252948167,2023-08-05
912.0,1.1469114583613842,0.0003859249935142021,1.1088556795737023,1.1467982611654586,1.1857493558535288,2023-08-06
819.0,1.110151686472678,0.0003579335825219789,1.0734650008831845,1.1100444628280544,1.1474934493698883,2023-08-07
959.0,1.077277766452259,0.00033536510036704227,1.0418174122803587,1.0771737306161924,1.1135114992202948,2023-08-08
1034.0,1.0974318173695983,0.00039847590121196846,1.058646453828306,1.097310749876185,1.136905194626418,2023-08-09
882.0,1.1006074071969962,0.00039075920927625487,1.062244040682919,1.10048871480422,1.1397443438200092,2023-08-10
959.0,1.1090003623333513,0.00038427651694425256,1.070872264857073,1.1088846403951733,1.1477860954510504,2023-08-11
877.0,1.1249785408866613,0.00038067767074868424,1.0870886570405354,1.1248670255681326,1.1633194997917062,2023-08-12
971.0,1.149061627370505,0.0003791413091464871,1.1112000734005323,1.148952013645518,1.1874713222166682,2023-08-13
876.0,1.1756434011022,0.00037711699163651643,1.1378167653873485,1.1755365296387874,1.2137226760663538,2023-08-14
916.0,1.198215668477808,0.00037169700870554414,1.1608382521320715,1.198113395082958,1.2360897726270588,2023-08-15
812.0,1.2551631589464445,0.0003940605822893208,1.2165328755975686,1.2550583931603443,1.294388815744722,2023-08-16
820.0,1.220622608269926,0.00035944169231341737,1.1837606525762352,1.2205245438532508,1.2580418542691745,2023-08-17
817.0,1.1862191651696432,0.0003292346637203703,1.1508820044648358,1.186126811980345,1.2220369323078746,2023-08-18
934.0,1.1518934417458244,0.0003040252360360361,1.1179811524778738,1.151805525017634,1.1863952797493906,2023-08-19
1135.0,1.1149379819315797,0.00028161098588592266,1.0824250892160003,1.1148536946410847,1.1480857962368631,2023-08-20
1173.0,1.077471326179642,0.0002619648723039285,1.0459828462664302,1.0773907471349282,1.1094953490954378,2023-08-21
1400.0,1.03728213070127,0.0002452557480057904,1.0068929389556562,1.0372037372986749,1.0681728051541037,2023-08-22
1368.0,1.0389587657474852,0.00029910730211591937,1.0051572064746024,1.0388617761960819,1.0733115067016805,2023-08-23
1363.0,1.0266434365974249,0.0002918203154142037,0.993433135457034,1.0265486750483168,1.0603060150404602,2023-08-24
1418.0,1.0067327143461433,0.00028377902626308324,0.9738952790588915,1.0066386647462051,1.039956116201709,2023-08-25
1165.0,0.9810152023974406,0.00027464803135767725,0.948799296745878,0.9809208663370277,1.0138885850694486,2023-08-26
1125.0,0.9534030836764487,0.0002663319345910211,0.9217049911834891,0.9533095545767588,0.9857357462449355,2023-08-27
1270.0,0.9310219797300219,0.00026101790609613996,0.8998038012983087,0.9309296103669429,0.9628291311832331,2023-08-28
1219.0,0.91594390798759,0.00025922009319387786,0.8846941248160017,0.9158500119729429,0.9476617554159602,2023-08-29
1010.0,0.9248391382830756,0.0002767711065503587,0.8925950093518827,0.9247398724722706,0.9576473843453379,2023-08-30
1008.0,0.924160457647183,0.00028199631006449536,0.8915912220903026,0.9240590857839861,0.9573057787571482,2023-08-31
1004.0,0.9240988601813489,0.00028730865774971494,0.8910986337088527,0.923995014951291,0.9575169220260034,2023-09-01
1068.0,0.9232710260472461,0.00029257423748805194,0.8900693361732612,0.9231652531027961,0.9571184215391084,2023-09-02
1201.0,0.9190068793394346,0.0002972412068245966,0.8855913509929495,0.9188994278407743,0.9530474715827753,2023-09-03
