cases,R_mean,R_var,Q0.025,Q0.5,Q0.975,Date
426.0,1.0529742927506267,0.0007957588506166762,0.9983769031768006,1.05272229435566,1.1090254201825647,2023-07-12
407.0,1.0772409908575713,0.000807864073729697,1.0220344766692708,1.0769910151677422,1.133505530381694,2023-07-13
406.0,1.1014768286712018,0.0008197597672328024,1.0460143323388378,1.1012263453037048,1.1585736853103683,2023-07-14
417.0,1.1282634769687971,0.0008251376078111871,1.0728925006067902,1.1280231704667756,1.185150781695972,2023-07-15
413.0,1.1708007195146566,0.0008322633027614535,1.1149603585296686,1.1705662585579588,1.2277246969888114,2023-07-16
442.0,1.1621958910889734,0.0007923905217507056,1.107529102943135,1.1619695241337498,1.2180498960904393,2023-07-17
444.0,1.1566514135629555,0.0007569302022867542,1.1034713669142613,1.1564357287982419,1.2108836684819588,2023-07-18
441.0,1.153769005678293,0.0007279681061567689,1.1012814984715236,1.1535584107806105,1.2072592271576559,2023-07-19
515.0,1.1542039721913213,0.0007021995297070308,1.1029047690760114,1.1540039243058722,1.2063549278189127,2023-07-20
513.0,1.1547513201350539,0.000677708289398076,1.104060387997042,1.1545507801159234,1.2064331284651655,2023-07-21
523.0,1.1540678726443758,0.0006537336398407808,1.1042109428852354,1.1538772186396085,1.2048396049726695,2023-07-22
509.0,1.1548838870149853,0.000703195585920667,1.1032369351848723,1.1546791514319008,1.2074810971467789,2023-07-23
535.0,1.1385324071029213,0.0006664416608587803,1.088526950943796,1.1383365301037018,1.189696495192294,2023-07-24
553.0,1.1192568429678103,0.0006313250933154392,1.0706925536935392,1.1190681271262208,1.1690787946474044,2023-07-25
560.0,1.0973434317986206,0.0005978852162731607,1.0498143062670353,1.097161624224701,1.1458075935349676,2023-07-26
578.0,1.072139426446403,0.0005671262865537797,1.0260245273809727,1.0719596744098223,1.119763422944478,2023-07-27
583.0,1.0481905725102367,0.0005408751983125703,1.0031912247711907,1.0480206612508256,1.0942149018254974,2023-07-28
604.0,1.025212980979026,0.0005191503921293557,0.9811165704839568,1.0250465415185852,1.0700278144351298,2023-07-29
624.0,1.0187571684565397,0.0005394960889412599,0.9738597109520197,1.0185816437811412,1.0647310293399248,2023-07-30
657.0,1.0127420317837696,0.0005321526037845573,0.9678540248328178,1.0125651336605024,1.0586812650364734,2023-07-31
706.0,1.0047733067808533,0.0005243949609254967,0.9602946637198693,1.0045986030966705,1.0504542039833105,2023-08-01
701.0,0.9931292203794465,0.0005159463145208305,0.9490869321730747,0.9929555551503471,1.038072932414896,2023-08-02
660.0,0.9794293755118455,0.0005088185864065163,0.9356791796059265,0.9792557093623258,1.024165084347923,2023-08-03
660.0,0.9711987335260021,0.0005047931243839969,0.92742007984726,0.971023451068108,1.015702450004954,2023-08-04
594.0,0.9723379439350399,0.000506969385054365,0.9287577661796065,0.9721645862086704,1.0169975765769141,2023-08-05
614.0,0.9984592753570412,0.0005238938265336595,0.954147324915315,0.998284779374727,1.0437628655217654,2023-08-06
671.0,1.0185394356933524,0.000536999783286333,0.9736909678687327,1.0183645444304976,1.0643436936457258,2023-08-07
630.0,1.0506155638904484,0.0005548244479157245,1.0048876029615699,1.050439039278659,1.0972906181342084,2023-08-08
626.0,1.09541968324683,0.0005768932290812924,1.048920444559233,1.0952431537572442,1.1428658381529457,2023-08-09
539.0,1.1558347279621297,0.0006017988270688074,1.1082186658175135,1.1556624204503758,1.2042615361790086,2023-08-10
548.0,1.220154805641703,0.0006228430932103306,1.172111157113203,1.2199868856214975,1.26958949724213,2023-08-11
558.0,1.2780696496353656,0.0006319780343139244,1.2294316661102065,1.2779049927527943,1.3279003444072934,2023-08-12
596.0,1.3211120208301688,0.0005737705678088665,1.2747992394656054,1.320968458180065,1.3685137497516553,2023-08-13
656.0,1.282163904331175,0.0005137043603075141,1.2379224516193759,1.2820280149391268,1.3271693755901317,2023-08-14
707.0,1.2495047402787192,0.00046633315590423736,1.2075119443267934,1.249380203282573,1.2921730961837907,2023-08-15
696.0,1.224204827847846,0.0004291496165207701,1.1840126791489105,1.2240884302590311,1.265058452072452,2023-08-16
801.0,1.2029340792081358,0.0003986563895211425,1.1641923624948711,1.2028240527223564,1.2422804108783656,2023-08-17
793.0,1.1752246768620283,0.0003701519662698544,1.1379315718691045,1.1751207562368111,1.213254482113849,2023-08-18
912.0,1.136188872252041,0.0003409691605915649,1.100351072005175,1.1360886237151928,1.1726801234921835,2023-08-19
1065.0,1.1344578648603625,0.00037243396674106126,1.096920577250429,1.134348290394583,1.1725836620105605,2023-08-20
984.0,1.0905176863965262,0.0003428372844654017,1.0544683761904343,1.0904125564777418,1.127233086956041,2023-08-21
1069.0,1.0355004742507667,0.00031512222713067634,1.001027104873683,1.0353984205826483,1.07068765316275,2023-08-22
1072.0,0.973116152584083,0.0002895938414097915,0.9399680558829164,0.9730162039635171,1.0067392711444914,2023-08-23
960.0,0.906190708648863,0.000267237784930816,0.8742536859970158,0.906091301705901,0.9386842854194519,2023-08-24
969.0,0.8486576956593594,0.0002507523449218978,0.8180107280239017,0.8485580338717311,0.8801607004276251,2023-08-25
1346.0,0.8035453998333641,0.00024171994592500135,0.7732496775961275,0.8034441727786142,0.8344214052437515,2023-08-26
1424.0,0.817958610228305,0.00029952942371379407,0.7842981924864323,0.8178357379028109,0.8522250601310555,2023-08-27
1190.0,0.8236853295809785,0.00031781716804504497,0.7892485452857961,0.823557466144683,0.8588707738196707,2023-08-28
804.0,0.8295335543000844,0.00033715245452103785,0.7939735146000777,0.8293984003758872,0.8658616578738729,2023-08-29
801.0,0.836119377120978,0.0003562825705628089,0.7994234465858341,0.8359765095756196,0.8734642437912808,2023-08-30
798.0,0.8463305502387686,0.0003778859947455327,0.808544367507032,0.8461802828910505,0.884974068801935,2023-08-31
695.0,0.8661220345728304,0.0004036155375895085,0.8272812062037536,0.8659654536324587,0.9058838364711385,2023-09-01
693.0,0.8995415158358527,0.00043578071665544135,0.8588804137566244,0.8993796973056818,0.9406861937192502,2023-09-02
777.0,0.9770144053915422,0.0004407520555198606,0.9365869863454737,0.9768662017986594,1.0185439733759212,2023-09-03
766.0,0.9811565175432893,0.00044479956335292275,0.9402906381637923,0.9810049143535904,1.0228776574979535,2023-09-04
713.0,0.9891841157551575,0.00045083664107959884,0.9479488418764921,0.9890318026117002,1.0313232997222603,2023-09-05
711.0,1.002114500714537,0.00045959719518310824,0.9607092139689006,1.0019612603482857,1.044508424919854,2023-09-06
689.0,1.01952129270847,0.0004688610832893952,0.977470182285762,1.0193682229268224,1.0622640726772148,2023-09-07
686.0,1.0339137833621712,0.00047642317676367305,0.9915725784755609,1.0337616286605966,1.0768809683788239,2023-09-08
700.0,1.042224607898393,0.00047887379676107627,0.9999758694595551,1.042070601073906,1.0856700187585084,2023-09-09
710.0,1.0413631583660812,0.0004750912691626407,0.9990878428023007,1.0412104943588258,1.0845242579387655,2023-09-10
756.0,1.0282789177636522,0.0004649841851533472,0.9865477769643134,1.028128935629165,1.071080990279873,2023-09-11
748.0,1.0057203417078864,0.00045023808349453577,0.9643954872919773,1.0055710107701554,1.0477463465906376,2023-09-12
757.0,0.9780145021359614,0.0004332834975267579,0.9375769889849159,0.977866377846081,1.0192937885915323,2023-09-13
739.0,0.9482090772093046,0.0004192313015345469,0.9084571550457028,0.9480621980074708,0.988687985374958,2023-09-14
766.0,0.9208874716417039,0.00040835982874753713,0.8816518992878939,0.9207395875790783,0.9609227451485254,2023-09-15
918.0,0.8967222095883836,0.000402051576373691,0.8577451849602701,0.8965739869182864,0.9362742043087535,2023-09-16
1038.0,0.8760199494929375,0.00040056149233242387,0.8373225718540566,0.8758675523967996,0.9158035731341747,2023-09-17
874.0,0.8593968293086707,0.0004025711452928385,0.8204864286568059,0.8592404374041183,0.899273655610644,2023-09-18
710.0,0.8453872126691314,0.00040873869537001934,0.8059378326090787,0.8452234062864235,0.8858050808458067,2023-09-19
710.0,0.8354313567243574,0.00041881707810831814,0.7956726639158747,0.8352644552929247,0.8760608510943226,2023-09-20
568.0,0.8307124035304205,0.00043456300273078387,0.7903522220579324,0.8305381524135744,0.8720494254469843,2023-09-21
561.0,0.835069074684408,0.0004563935620466045,0.7937259009574898,0.8348869546154738,0.8773582823834039,2023-09-22
549.0,0.851103882656244,0.0004870566018933875,0.8085192109641661,0.8509142711343303,0.894880473452546,2023-09-23
573.0,0.8768380676772431,0.0005251868156652885,0.832513989890018,0.8766360726167433,0.9225893681573425,2023-09-24
587.0,0.9082497390211799,0.0005668670364191851,0.8624480980003411,0.9080433147350099,0.9555644088338849,2023-09-25
573.0,0.9385334042361126,0.0006064623241059288,0.8908550193589618,0.9383167810242408,0.9875796320466075,2023-09-26
570.0,0.9625681925959112,0.00063936725524835,0.9136502953305075,0.9623461764047829,1.012782717631255,2023-09-27
526.0,0.9786059941839005,0.000660059284526,0.9289906988513519,0.9783820660339745,1.0294938437047014,2023-09-28
523.0,0.9883578273702918,0.0006723404903327731,0.9380404203326664,0.9881297622136531,1.0397430233510447,2023-09-29
