Date,Q0.025,Q0.5,Q0.975
2023-03-12,0.9071896217772446,0.9717992931028354,1.0394747613108377
2023-03-13,0.9075645208394224,0.9724514247946936,1.0404791439705068
2023-03-14,0.9085040256596306,0.9735629499713401,1.041856830749684
2023-03-15,0.9116313505736944,0.9770895306917229,1.046066719432408
2023-03-16,0.9143667358913545,0.9801479272458822,1.0491962889201243
2023-03-17,0.9172152978734973,0.9833020207209259,1.0525908044534535
2023-03-18,0.9198630344755736,0.9864328921093373,1.0560861143808005
2023-03-19,0.9252344803047634,0.991748980666504,1.0612323403040105
2023-03-20,0.925663930654747,0.9924346295320494,1.0626297568792227
2023-03-21,0.9269255078403047,0.9934513450447457,1.0630826817035954
2023-03-22,0.926562859644853,0.9933480818120751,1.0629731710834103
2023-03-23,0.9269623831953325,0.9939410540560865,1.0643230540508068
2023-03-24,0.9282181789930195,0.9954829057259265,1.0656655656957434
2023-03-25,0.9291298319883903,0.9964255831428406,1.066470917537452
2023-03-26,0.9326330401628837,0.9987731056486524,1.0679333444499306
2023-03-27,0.9330243106863249,0.9994074281666523,1.068660470775327
2023-03-28,0.9346779377344631,1.0007367701823546,1.070501295757702
2023-03-29,0.9374129565241548,1.0041597904435502,1.0740334383622092
2023-03-30,0.9397978014815126,1.0064814035513492,1.0761744955665344
2023-03-31,0.9415213172304376,1.007930658155809,1.0779121420843534
2023-04-01,0.9447819562586726,1.0115724709181122,1.0811479277251317
2023-04-02,0.9448719235310441,1.011123287163023,1.0808634014607317
2023-04-03,0.9454830409689674,1.0120895060665458,1.0810361057026268
2023-04-04,0.9467190812197849,1.0129552390011036,1.0822317853647756
2023-04-05,0.9474406708946521,1.0135231046366693,1.0829450764077666
2023-04-06,0.9489100719132255,1.0147975781005631,1.0841659634603622
2023-04-07,0.9501712258030669,1.0163512365971101,1.085720562882666
2023-04-08,0.9496484768531126,1.0154625182344827,1.0851568517185812
2023-04-09,0.9489830646667123,1.0155793645985338,1.0851954874493774
2023-04-10,0.9482997712411501,1.0145410614099908,1.0840795654666073
2023-04-11,0.9472329824002492,1.013290011185481,1.082698682041749
2023-04-12,0.9454868281001092,1.01157893957508,1.0805574445212547
2023-04-13,0.9436102801390791,1.0094908085787484,1.078237058699374
2023-04-14,0.9414974056756517,1.0071489795920519,1.0756880743494746
2023-04-15,0.9396334806479285,1.0052913269271357,1.0739195799548988
2023-04-16,0.937617010166105,1.006171811188793,1.0774512949048916
2023-04-17,0.9363476757693983,1.004711246820317,1.0760214785722257
2023-04-18,0.93442153068433,1.0026670350518305,1.0740554511695148
2023-04-19,0.9334139552124547,1.0013724390014378,1.0726928104363238
2023-04-20,0.9325336238823267,1.0005682203168416,1.0723543201002408
2023-04-21,0.9314404810795842,0.9995027725661867,1.070968691777744
2023-04-22,0.929722776679749,0.997810123777323,1.0683904571936553
2023-04-23,0.925920061309558,0.996930598893624,1.0711737670937973
2023-04-24,0.9264444300562444,0.9972136766213686,1.071208020337846
2023-04-25,0.9264398823220166,0.9970414816720208,1.071372307568309
2023-04-26,0.9261323020747967,0.9971421610193089,1.0716976558495122
2023-04-27,0.9255230623276516,0.9966469545833638,1.07164868874412
2023-04-28,0.9261324879611812,0.996308877174524,1.0711721799535305
2023-04-29,0.9267422458466905,0.9976739679966433,1.0720433297086753
2023-04-30,0.9216899404437825,0.9940534266403256,1.0701090393522907
2023-05-01,0.9227032117433753,0.9951210717395869,1.0712806200152019
2023-05-02,0.9235170824769987,0.9961045361202634,1.0723269101649073
2023-05-03,0.923901378980055,0.9965419277650984,1.0728948935625946
2023-05-04,0.9256259701602065,0.9983140546055369,1.0746641765877718
2023-05-05,0.9260827240468883,0.9987485056273268,1.075133053508862
2023-05-06,0.9272839560134993,1.0000927636734045,1.0768134908715585
2023-05-07,0.9267255165906343,1.0011737881300333,1.0795838027166824
2023-05-08,0.9261235700620132,1.0008634986839655,1.0795204710615112
2023-05-09,0.9264141443200776,1.000898692174001,1.0790873667665697
2023-05-10,0.9259666712035002,1.0002098968478996,1.0784345290468447
2023-05-11,0.9256775442233354,1.0005312795187327,1.0791518884771416
2023-05-12,0.9267436224215193,1.0012182232338305,1.0798006932116448
2023-05-13,0.926409654927555,1.0008281616399581,1.0789576517412969
2023-05-14,0.9255789793921835,1.0022469420891698,1.0828107369472089
2023-05-15,0.9259345352044657,1.0023996990249326,1.0827122616516438
2023-05-16,0.9264319221881238,1.002897313964914,1.083498711688855
2023-05-17,0.9265367605289396,1.0033192789610923,1.0841540239209368
2023-05-18,0.9267572274165681,1.00400811669037,1.0846067565848494
2023-05-19,0.9269496922501763,1.0040183446959277,1.0848179278468773
2023-05-20,0.9272576217700819,1.0042083699662585,1.0845648472719462
2023-05-21,0.9228134132802708,1.0003935570069675,1.0822365379183023
2023-05-22,0.9234884454862838,1.0011285975727588,1.0832881897465214
2023-05-23,0.9252506585588236,1.0030908702429162,1.08533137465831
2023-05-24,0.927725470113647,1.0054506804716614,1.0868398191983015
2023-05-25,0.9273208789029213,1.0049977577676488,1.0868804544117232
2023-05-26,0.9261673672115365,1.0037977953544002,1.0860728595160765
2023-05-27,0.9262112859541984,1.0044628769505648,1.0864437179676179
2023-05-28,0.9269616015595881,1.004078110610522,1.085240673213727
2023-05-29,0.9276608510091473,1.0045870369556629,1.0850854756345438
2023-05-30,0.9261579662651072,1.0035357507699587,1.0848513131274373
2023-05-31,0.9268462575331966,1.003888574255137,1.0852307187334211
2023-06-01,0.9252007627687362,1.0020552253703587,1.08359684172897
