Date,Q0.025,Q0.5,Q0.975
2023-02-02,0.9473457550316007,1.0041615304855736,1.0632375318760388
2023-02-03,0.9470582786907068,1.0039705495684572,1.0631111112885994
2023-02-04,0.9462694052999656,1.0030653607077047,1.0622221446375941
2023-02-05,0.9447896090085608,1.0018355341287957,1.0610783915767819
2023-02-06,0.9440535816847635,1.0010470706469388,1.0601826930642761
2023-02-07,0.9442164081384559,1.0010203705650271,1.0601601491499104
2023-02-08,0.9438364285611827,1.0007252128440145,1.0599129363381494
2023-02-09,0.9472062935599315,1.0055822042576414,1.0661015459013012
2023-02-10,0.9473335541362113,1.0053435929949512,1.0656665789227082
2023-02-11,0.9466990510399537,1.0045281884415391,1.0651536732616056
2023-02-12,0.9458544747267388,1.0039173865588829,1.064568322487702
2023-02-13,0.9459005203289227,1.0041438995476808,1.0644010177654561
2023-02-14,0.946506747248985,1.0042931066905612,1.064681292828261
2023-02-15,0.9470205269020513,1.0052505921952857,1.0655135858802676
2023-02-16,0.9414569369871746,1.0005460612457124,1.0620574348863152
2023-02-17,0.9414096437239037,1.000478344463208,1.0619677449341665
2023-02-18,0.9403763530087962,0.9995680142098439,1.0612855143481217
2023-02-19,0.9403079304299278,0.9994597083033101,1.0610993450732478
2023-02-20,0.9407050663427131,0.9995218119310515,1.061257105960665
2023-02-21,0.9406135932800793,0.9998047506333485,1.0613234186606442
2023-02-22,0.9416518649746393,1.001218690594023,1.0629796128616145
2023-02-23,0.9367710606160402,0.997161679945213,1.0601088410452078
2023-02-24,0.9369255135349299,0.9975267027039966,1.0604855154889554
2023-02-25,0.9379747411444053,0.9986607061456982,1.0617331612669954
2023-02-26,0.9398037627668128,1.0002314563684522,1.063492514771164
2023-02-27,0.941012170024519,1.0018893604769934,1.0652990629396277
2023-02-28,0.9443758768965537,1.004792411045742,1.0681921101388818
2023-03-01,0.944978624692824,1.0057015748169347,1.0692925235451956
2023-03-02,0.9464716480976787,1.008750389004975,1.0737030756382957
2023-03-03,0.946326652418044,1.0087211469227322,1.0737998369483943
2023-03-04,0.9462620815368523,1.0086013197595203,1.0735132814269681
2023-03-05,0.9462410514412452,1.0083598560752765,1.0735863551786475
2023-03-06,0.9452025135357802,1.0072941590977436,1.0722200566934565
2023-03-07,0.9422710314196572,1.0047097841651018,1.069306095840261
2023-03-08,0.9397262102072618,1.0020086507236816,1.0670893873802039
2023-03-09,0.9374923836838791,1.0015663926675538,1.068790770171499
2023-03-10,0.9371783734791019,1.0013328435784787,1.0684225439364237
2023-03-11,0.9369540112470203,1.0010918854393656,1.0680921097837168
2023-03-12,0.9376540711355088,1.0017550868979792,1.068852310086239
2023-03-13,0.9370677028618629,1.001062628124533,1.0683829029884198
2023-03-14,0.9354111312120743,0.9995152084970212,1.0665228200042978
2023-03-15,0.9358127110693777,1.0002952808777525,1.0666995074344272
2023-03-16,0.9298841744572797,0.9970850172717236,1.0676828522395057
2023-03-17,0.9306673657097804,0.9980224202927591,1.068745666653832
2023-03-18,0.9335352604590057,1.0010449367908338,1.0718143015655048
2023-03-19,0.9363816605833507,1.0040701338016778,1.0748544960331592
2023-03-20,0.9417470723944019,1.009554906354053,1.080005450804486
2023-03-21,0.9449118076704962,1.0124516622173636,1.0832708838355973
2023-03-22,0.9470123575057217,1.0143991716649352,1.0851740165996417
2023-03-23,0.9510392470900262,1.0222619162252404,1.0965683333003469
2023-03-24,0.9501066969248,1.0206830839135694,1.0946877052339334
2023-03-25,0.9481842381285386,1.0189279616074192,1.0926590463609664
2023-03-26,0.9455243811729229,1.0160081517419384,1.0897440317703724
2023-03-27,0.9431486250778973,1.0131608443412499,1.0862812833660145
2023-03-28,0.9388407050701819,1.0087035005160128,1.082053104058903
2023-03-29,0.9375689807723289,1.007030124124007,1.079712210882732
2023-03-30,0.9295567270495473,1.0025435902144335,1.0793762589485665
2023-03-31,0.9291891879219669,1.0024244457097855,1.0794104468545305
2023-04-01,0.929120760044349,1.0025637287372247,1.0794565099509812
2023-04-02,0.9293241016683329,1.0028195359145202,1.0797494045416207
2023-04-03,0.9288187067050997,1.0016062552366132,1.0779001562255874
2023-04-04,0.9272883824723213,0.9997670535358947,1.076510947072092
2023-04-05,0.9280219605419874,1.0009653448187381,1.07766710691017
2023-04-06,0.9228642048254089,0.9984671156680269,1.0777267329653535
2023-04-07,0.9230978685676454,0.9986880285375201,1.0780639770631675
2023-04-08,0.9240679745095308,0.9998236955915654,1.079211226390373
2023-04-09,0.9257765025033404,1.0016673575992492,1.0815701474233277
2023-04-10,0.9273124806754777,1.0035178655418555,1.0835746532948083
2023-04-11,0.9299612912078448,1.005982130620469,1.0860128563224132
2023-04-12,0.933163003987389,1.0092072915604642,1.0894200104778733
2023-04-13,0.9373226321870347,1.0152645558084021,1.0974025654014181
2023-04-14,0.937299036585664,1.0149561693209277,1.09678881753793
2023-04-15,0.9363033855417785,1.014088358343698,1.0961818264485266
2023-04-16,0.9366075473029449,1.014031248376861,1.09587791186418
2023-04-17,0.9369737058520442,1.0142658293523186,1.0957736671701919
2023-04-18,0.9366676694125642,1.0143745318621975,1.095916122144769
2023-04-19,0.9356955489587413,1.0131744645998886,1.0945661629169519
2023-04-20,0.9333232963948617,1.0128293378289754,1.0964217569229837
2023-04-21,0.9313594590584877,1.0105423996747667,1.094028006180928
2023-04-22,0.9269197603080294,1.0054263527439127,1.088046552351297
2023-04-23,0.9178153657599522,0.9961137122222106,1.0783083176373383
2023-04-24,0.9071500369556695,0.9847695825627097,1.0667626146909468
