Plant,Date,SC2_N_gc_g_dry_weight,PMMoV_gc_g_dry_weight,Population_Served,County,zipcode,pcr_gene_target,index,SC2_N_norm_PMMoV,City,County_FIPS
OCSD_P1,2021-11-24,630641.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2021-11-26,573434.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2021-11-29,598356.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2021-12-01,605275.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2021-12-03,609917.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2021-12-06,523190.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2021-12-08,462531.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2021-12-10,1372464.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2021-12-13,3056951.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2021-12-15,2663093.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2021-12-17,3168943.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2021-12-20,5133770.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2021-12-22,11244571.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2021-12-24,13554402.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2021-12-27,19688852.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2021-12-29,38474279.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2021-12-31,51385931.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-03,19862024.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-05,13673500.433431,560309309.8958,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-06,796582.9671224,378034073.8932,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-07,29788128.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-09,428274.2207845,390319531.25,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-10,28820298.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-11,724233.1542969,781306331.3802,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-12,11740849.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-13,649423.6857096,517855208.3333,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-14,16433039.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-16,692555.9082031,443230452.474,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-17,16986059.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-18,383900.1566569,463616699.2188,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-19,14005906.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-20,413982.3710124,524392887.3698,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-21,13643781.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-23,661102.6814779,403830623.3724,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-24,7876295.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-25,105145.0169881,421255680.3385,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-26,7657585.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-27,235136.4898682,509068147.7865,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-28,589400.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-30,57690.36738078,551603613.2813,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-01-31,2087645.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-02-01,71712.15820313,402698608.3984,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-02-02,4462620.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-02-03,100382.2555542,447801204.4271,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-02-04,5361745.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-02-06,26754.74611918,373201717.1224,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-02-07,3544265.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
