Date,total_tests,cases,pos_rate,SC2_N_gc_g_dry_weight,PMMoV_gc_g_dry_weight,SC2_N_norm_PMMoV,County
2023-02-26,484.0,43.0,0.08884297520661157,342256.624761905,714491024.965079,0.0004790215871201922,San Mateo
2023-02-27,1673.0,99.0,0.05917513448894202,405736.212627451,1689323395.29412,0.0002401767558288093,San Mateo
2023-02-28,1394.0,95.0,0.06814921090387374,444574.88131401,1424666341.25604,0.0003120554395368503,San Mateo
2023-03-01,1289.0,73.0,0.05663304887509697,445686.459214953,1643784072.77259,0.0002711344309737765,San Mateo
2023-03-02,1229.0,70.0,0.05695687550854353,215000.0,1125000000.0,0.0001911111111111111,San Mateo
2023-03-03,970.0,64.0,0.06597938144329897,208607.073684211,1108864079.3985,0.0001881268205543905,San Mateo
2023-03-04,664.0,47.0,0.07078313253012049,154657.539310345,1639586279.54023,9.43271734096932e-05,San Mateo
2023-03-05,559.0,45.0,0.08050089445438283,294837.980873563,1016886767.20307,0.0002899418011746872,San Mateo
2023-03-06,1441.0,89.0,0.06176266481609993,414273.536091954,1936060411.95402,0.0002139775874420352,San Mateo
2023-03-07,1314.0,71.0,0.05403348554033485,517347.41602589,1260716508.99676,0.00041035983294736056,San Mateo
2023-03-08,1212.0,81.0,0.06683168316831684,632771.889973753,1423443394.85564,0.0004445360400424818,San Mateo
2023-03-09,1316.0,72.0,0.0547112462006079,236685.200101911,1066924387.60085,0.00022183877588001854,San Mateo
2023-03-10,797.0,62.0,0.07779171894604768,445592.280510638,812090328.510638,0.0005486979278867264,San Mateo
2023-03-11,637.0,45.0,0.0706436420722135,176247.301416404,869757968.075117,0.00020263947889602124,San Mateo
2023-03-12,402.0,30.0,0.07462686567164178,129375.122095059,1284396647.46667,0.0001007283243460944,San Mateo
2023-03-13,1353.0,85.0,0.06282335550628233,633558.894999172,1387557195.11737,0.00045660020158346036,San Mateo
2023-03-14,1437.0,81.0,0.05636743215031315,354440.67222331,758750747.826087,0.00046713716360586866,San Mateo
2023-03-15,1051.0,58.0,0.05518553758325404,493440.212262302,1241640766.14493,0.0003974098029934573,San Mateo
2023-03-16,1126.0,53.0,0.04706927175843695,202214.52048493,1197842572.19048,0.00016881560664114883,San Mateo
2023-03-17,879.0,61.0,0.06939704209328783,416215.077708037,961173159.061033,0.0004330281945395106,San Mateo
2023-03-18,514.0,29.0,0.05642023346303502,276876.933066265,1383616286.26781,0.00020011106823056957,San Mateo
2023-03-19,442.0,25.0,0.05656108597285068,125463.47830975,1554691178.81279,8.069993579403839e-05,San Mateo
2023-03-20,1244.0,52.0,0.04180064308681672,207448.809907889,1890400542.42894,0.00010973801861130547,San Mateo
2023-03-21,1314.0,52.0,0.0395738203957382,237355.120056966,929157350.877193,0.00025545201771571337,San Mateo
2023-03-22,902.0,50.0,0.05543237250554324,643082.982720926,916215473.661202,0.0007018905499938383,San Mateo
2023-03-23,1058.0,45.0,0.04253308128544423,280783.754252219,1058246313.91813,0.0002653293005223182,San Mateo
2023-03-24,888.0,41.0,0.04617117117117117,212129.790955922,870117838.222222,0.00024379432490354895,San Mateo
2023-03-25,469.0,30.0,0.06396588486140725,427165.430250467,1114994417.44548,0.00038310992733858604,San Mateo
2023-03-26,405.0,23.0,0.056790123456790124,265198.67172872,9172849648.10458,2.891126333718105e-05,San Mateo
2023-03-27,1174.0,67.0,0.05706984667802385,216059.049330447,1521141145.6,0.00014203747624302445,San Mateo
2023-03-28,1134.0,47.0,0.04144620811287478,94475.3374151261,1031238301.90476,9.16134876299924e-05,San Mateo
2023-03-29,964.0,38.0,0.03941908713692946,491159.040673828,764109382.028986,0.0006427862976497207,San Mateo
2023-03-30,1034.0,50.0,0.048355899419729204,385688.628871785,883044433.627119,0.0004367714853119711,San Mateo
2023-03-31,701.0,44.0,0.06276747503566334,83785.1967197523,727437390.736842,0.00011517856764949062,San Mateo
2023-04-01,638.0,25.0,0.03918495297805643,278513.327596829,732384186.174941,0.0003802830984806407,San Mateo
2023-04-02,385.0,21.0,0.05454545454545454,219170.989289412,897059983.589743,0.00024432144260003755,San Mateo
2023-04-03,1144.0,56.0,0.04895104895104895,110598.813177989,1310713310.96774,8.438062866419697e-05,San Mateo
2023-04-04,1174.0,41.0,0.03492333901192504,197782.903852657,1013489920.0,0.00019515034135974142,San Mateo
2023-04-05,833.0,30.0,0.03601440576230492,204368.235991036,1121254863.49206,0.00018226742433432772,San Mateo
2023-04-06,839.0,33.0,0.03933253873659118,115864.593890233,746519803.534884,0.00015520632318338597,San Mateo
2023-04-07,689.0,35.0,0.05079825834542816,131221.453353248,881746843.826087,0.00014881987304184751,San Mateo
2023-04-08,537.0,35.0,0.06517690875232775,210468.822706052,1111371566.81055,0.00018937754841979825,San Mateo
2023-04-09,344.0,33.0,0.09593023255813954,220420.072167254,783139628.025478,0.0002814569257885684,San Mateo
2023-04-10,1142.0,42.0,0.03677758318739054,421809.800193242,1265227881.98582,0.0003333864248479859,San Mateo
2023-04-11,1201.0,43.0,0.035803497085761866,967116.898076934,1477099060.97378,0.0006547407168747103,San Mateo
2023-04-12,819.0,30.0,0.03663003663003663,297206.874094989,1189560727.90123,0.0002498459028816108,San Mateo
2023-04-13,897.0,41.0,0.045707915273132664,201845.105952804,856268179.961014,0.00023572650563984994,San Mateo
2023-04-14,696.0,32.0,0.04597701149425287,131795.415392513,901323620.309764,0.00014622429993260133,San Mateo
2023-04-15,477.0,22.0,0.04612159329140461,71975.9914340627,488349852.71028,0.00014738612294977677,San Mateo
2023-04-16,462.0,13.0,0.02813852813852814,115162.123848916,857703136.467837,0.0001342680456121131,San Mateo
2023-04-17,1074.0,34.0,0.03165735567970205,561589.473166176,826382064.833333,0.0006795760666459272,San Mateo
2023-04-18,965.0,46.0,0.04766839378238342,102101.382746749,1305501424.7619,7.820855711848071e-05,San Mateo
2023-04-19,774.0,26.0,0.03359173126614987,103773.692012101,936002139.428571,0.00011086907565772746,San Mateo
2023-04-20,837.0,39.0,0.04659498207885305,196045.487317647,1112220001.11111,0.00017626502591375554,San Mateo
2023-04-21,531.0,30.0,0.05649717514124294,64232.1104951995,819679137.471264,7.836250498378864e-05,San Mateo
2023-04-22,477.0,25.0,0.05241090146750524,46072.9811579621,803539391.910739,5.733755136559641e-05,San Mateo
2023-04-23,385.0,14.0,0.03636363636363636,112462.569651139,1128317677.99615,9.967278882917825e-05,San Mateo
2023-04-24,1093.0,46.0,0.042086001829826164,70282.5050159879,1287383980.8547,5.459327291716573e-05,San Mateo
2023-04-25,1044.0,44.0,0.0421455938697318,342619.810683276,1308795019.43355,0.0002617826363914212,San Mateo
2023-04-26,660.0,52.0,0.07878787878787878,456409.090472237,1371773611.8896,0.00033271458680673955,San Mateo
2023-04-27,1033.0,33.0,0.031945788964181994,144537.061038431,1881099582.22222,7.683647500877305e-05,San Mateo
2023-04-28,472.0,26.0,0.05508474576271186,96314.1977702422,701320274.196078,0.0001373326870959876,San Mateo
2023-04-29,395.0,21.0,0.053164556962025315,635019.473989916,1257579054.73016,0.0005049539204723578,San Mateo
2023-04-30,270.0,12.0,0.044444444444444446,173668.042739065,1310758046.26781,0.00013249435563913499,San Mateo
2023-05-01,878.0,45.0,0.05125284738041002,191193.237790476,1158549830.26455,0.00016502806594587117,San Mateo
2023-05-02,858.0,48.0,0.055944055944055944,175613.097780996,4518116486.44689,3.886865208274004e-05,San Mateo
2023-05-03,596.0,40.0,0.06711409395973154,103321.643882982,844338983.814617,0.0001223698607592271,San Mateo
2023-05-04,912.0,35.0,0.03837719298245614,330297.704720691,1267714934.45221,0.00026054572344642716,San Mateo
