Plant,Date,SC2_N_gc_g_dry_weight,PMMoV_gc_g_dry_weight,Population_Served,County,zipcode,pcr_gene_target,index,SC2_N_norm_PMMoV,City,County_FIPS
PA_ALL,2023-04-21,64232.1104951995,819679137.471264,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-04-22,46072.9811579621,803539391.910739,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-04-23,112462.569651139,1128317677.99615,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-04-24,70282.5050159879,1287383980.8547,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-04-25,342619.810683276,1308795019.43355,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-04-26,456409.090472237,1371773611.8896,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-04-27,144537.061038431,1881099582.22222,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-04-28,96314.1977702422,701320274.196078,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-04-29,635019.473989916,1257579054.73016,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-04-30,173668.042739065,1310758046.26781,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-01,191193.237790476,1158549830.26455,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-02,175613.097780996,4518116486.44689,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-03,103321.643882982,844338983.814617,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-04,330297.704720691,1267714934.45221,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-05,108301.226768321,780365001.41527,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-06,298150.066094618,1013236750.6383,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-07,142287.50533078,702701255.193799,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-08,138103.496020969,966278909.015544,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-09,141842.468643698,904607863.619048,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-10,831959.515016719,789908682.666667,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-11,218633.467762196,757698838.755556,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-12,430995.987363137,1087599103.20988,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-13,85780.5210408516,809465603.250794,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-14,524814.867284791,959039039.039039,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-15,60723.1140141177,1361795421.38365,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-16,77435.943927742,914385080.430107,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-17,191116.368312605,749858674.571429,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-18,190998.943386492,975666513.909465,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-19,131294.874897544,916525554.951456,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-20,90945.6723183866,1102451404.19048,236000,San Mateo,94303.0,N,,,Palo Alto,
